region_a,label_a,region_b,label_b,overlap_voxels,intersection_over_union,overlap_fraction_smaller
1,387,2,1049,49,0.45794392523364486,0.7903225806451613
1,389,2,1051,45,0.41284403669724773,0.7894736842105263
1,391,2,958,47,0.235,0.9215686274509803
1,409,2,1095,52,0.4642857142857143,0.7027027027027027
1,418,2,1262,17,0.2537313432835821,0.4358974358974359
1,420,2,1288,17,0.2125,0.4473684210526316
1,422,2,1067,3,0.045454545454545456,0.08823529411764706
1,422,2,1310,16,0.19753086419753085,0.47058823529411764
1,429,2,1017,24,0.22857142857142856,0.5714285714285714
1,431,2,1190,27,0.3375,0.5625
1,433,2,909,44,0.4888888888888889,0.8461538461538461
1,437,2,1030,49,0.5,0.8032786885245902
1,439,2,611,26,0.17218543046357615,0.43333333333333335
1,440,2,915,37,0.3978494623655914,0.7551020408163265
1,442,2,917,40,0.23809523809523808,0.3883495145631068
1,442,2,1037,29,0.18125,0.34523809523809523
1,446,2,1039,55,0.5288461538461539,0.8208955223880597
1,447,2,114,54,0.19014084507042253,0.8181818181818182
1,448,2,128,53,0.29444444444444445,0.7794117647058824
1,449,2,1042,52,0.4727272727272727,0.7123287671232876
1,450,2,932,52,0.4369747899159664,0.7428571428571429
1,451,2,934,55,0.4230769230769231,0.6962025316455697
1,453,2,938,16,0.14035087719298245,0.42105263157894735
1,455,2,940,48,0.35294117647058826,0.7058823529411765
1,457,2,942,47,0.3533834586466165,0.746031746031746
1,458,2,197,1,0.007246376811594203,0.014925373134328358
1,460,2,209,40,0.24390243902439024,0.6451612903225806
1,462,2,948,31,0.28440366972477066,0.7948717948717948
1,467,2,265,21,0.0019099590723055935,0.75
1,524,2,1308,16,0.32,0.5714285714285714
1,526,2,1287,17,0.25757575757575757,0.6296296296296297
1,532,2,911,38,0.34234234234234234,0.6785714285714286
1,540,2,1080,46,0.4423076923076923,0.7301587301587301
1,546,2,1045,25,0.211864406779661,0.5208333333333334
1,548,2,114,29,0.0935483870967742,0.43283582089552236
1,633,2,1147,6,0.06060606060606061,0.4
1,633,2,1258,1,0.023809523809523808,0.06666666666666667
1,634,2,1147,6,0.05825242718446602,0.3157894736842105
1,641,2,918,26,0.2047244094488189,0.6341463414634146
1,642,2,924,41,0.3014705882352941,0.7735849056603774
1,694,2,1259,1,0.02127659574468085,0.058823529411764705
1,694,2,1261,9,0.0743801652892562,0.5294117647058824
1,697,2,928,33,0.32038834951456313,0.673469387755102
1,742,2,1041,5,0.049019607843137254,0.38461538461538464
1,748,2,1282,1,0.027777777777777776,0.06666666666666667
1,50,4,18,10,0.006329113924050633,0.07142857142857142
1,59,4,58,9,0.140625,0.42857142857142855
1,61,4,1027,1,0.005263157894736842,0.014285714285714285
1,112,4,73,2,0.038461538461538464,0.13333333333333333
1,129,4,891,8,0.26666666666666666,0.5333333333333333
1,130,4,808,13,0.40625,0.6190476190476191
1,131,4,91,18,0.11320754716981132,0.4186046511627907
1,141,4,805,12,0.23529411764705882,0.6
1,142,4,18,23,0.015191545574636724,0.26436781609195403
1,143,4,858,8,0.22857142857142856,0.47058823529411764
1,148,4,960,32,0.3076923076923077,0.5614035087719298
1,160,4,18,50,0.03304692663582287,0.4424778761061947
1,160,4,1027,1,0.005494505494505495,0.014285714285714285
1,161,4,1027,28,0.21052631578947367,0.4
1,162,4,961,31,0.3974358974358974,0.62
1,163,4,861,12,0.14814814814814814,0.7058823529411765
1,188,4,18,68,0.04392764857881137,0.40963855421686746
1,189,4,18,1,0.0006657789613848203,0.018867924528301886
1,190,4,18,1,0.0006531678641410843,0.012195121951219513
1,190,4,958,36,0.32142857142857145,0.5454545454545454
1,191,4,1026,31,0.2440944881889764,0.5535714285714286
1,192,4,857,3,0.031914893617021274,0.2
1,192,4,1023,46,0.46464646464646464,0.7301587301587301
1,193,4,1117,33,0.336734693877551,0.5892857142857143
1,194,4,63,1,0.005952380952380952,0.012345679012345678
1,194,4,959,39,0.34513274336283184,0.609375
1,195,4,1118,24,0.2696629213483146,0.4528301886792453
1,212,4,40,1,0.0070921985815602835,0.015873015873015872
1,212,4,1088,41,0.43617021276595747,0.7321428571428571
1,213,4,957,41,0.3504273504273504,0.640625
1,214,4,1025,33,0.32673267326732675,0.5689655172413793
1,215,4,894,5,0.1724137931034483,0.3333333333333333
